ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/UBERON_0010959,craniocervical muscle,"",http://id.who.int/icd/entity/1874889854,http://purl.obolibrary.org/obo/HP_0000183|http://purl.obolibrary.org/obo/HP_0002033|http://purl.obolibrary.org/obo/HP_0002058|http://purl.obolibrary.org/obo/HP_0002068|http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003722|http://purl.obolibrary.org/obo/HP_0005216|http://purl.obolibrary.org/obo/HP_0007838|http://purl.obolibrary.org/obo/HP_0012473|http://purl.obolibrary.org/obo/HP_0030193|http://purl.obolibrary.org/obo/HP_0030319|http://purl.obolibrary.org/obo/HP_0031146|http://purl.obolibrary.org/obo/HP_0031162|http://purl.obolibrary.org/obo/HP_0200136,Tongue muscle weakness|Poor suck|Myopathic facies|Neuromuscular dysphagia|Spinal rigidity|Neck flexor weakness|Impaired mastication|Progressive ptosis|Tongue atrophy|Fatigable weakness of chewing muscles|Weakness of facial musculature|Impaired oral bolus formation|Impaired oropharyngeal swallow response|Oral-pharyngeal dysphagia,"","","","","","",http://id.who.int/icd/entity/1041382491|http://id.who.int/icd/entity/1174312718|http://id.who.int/icd/entity/1389818830|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1580195090|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/2089171534|http://id.who.int/icd/entity/691689627|http://id.who.int/icd/entity/712570723|http://id.who.int/icd/entity/841397411,Oral swallowing|Manipulation of food in the mouth|Chewing|Endurance of muscle groups|Digestive functions|Power of isolated muscles and muscle groups|Sucking|Pharyngeal swallowing|Voice functions|Sensation of muscle stiffness,"","","","",0.6962,craniocervical muscle [0.696] | nerve of head region [0.656] | posterior surface of head [0.601],PROMOT mapping: 'Muscles of head and neck region' (LLM score: 0.6962) | Candidates: craniocervical muscle [0.696] | nerve of head region [0.656] | posterior surface of head [0.601]
http://purl.obolibrary.org/obo/UBERON_0001690,ear,"",http://id.who.int/icd/entity/1896301954,"","","","","","","","","","","","","","",0.3168,ear [0.317] | Hearing abnormality [0.302] | auditory system [0.299],PROMOT mapping: 'Listening' (LLM score: 0.3168) | Candidates: ear [0.317] | Hearing abnormality [0.302] | auditory system [0.299]
http://purl.obolibrary.org/obo/HP_0012531,Pain,"",http://id.who.int/icd/entity/1916167881|http://id.who.int/icd/entity/577558794|http://id.who.int/icd/entity/893697482|http://id.who.int/icd/entity/894218497,http://purl.obolibrary.org/obo/HP_0003326,Myalgia,"","","","","","","","","","","","",0.7157,Pain [0.63] | sensory nerve [0.592] | somatosensory system [0.576] || Pain [0.622] | Myalgia [0.57] | trigeminal neuralgia [0.559] || Pain [0.623] | congenital insensitivity to pain [0.547] | trigeminal neuralgia [0.528] || Pain [0.716] | trigeminal neuralgia [0.577] | neuralgia [0.572],PROMOT mapping: 'Sensory functions and pain' (LLM score: 0.63) | Candidates: Pain [0.63] | sensory nerve [0.592] | somatosensory system [0.576] | PROMOT mapping: 'Pain in body part' (LLM score: 0.6222) | Candidates: Pain [0.622] | Myalgia [0.57] | trigeminal neuralgia [0.559] | PROMOT mapping: 'Generalized pain' (LLM score: 0.6225) | Candidates: Pain [0.623] | congenital insensitivity to pain [0.547] | trigeminal neuralgia [0.528] | PROMOT mapping: 'Sensation of pain' (LLM score: 0.7157) | Candidates: Pain [0.716] | trigeminal neuralgia [0.577] | neuralgia [0.572]
http://purl.obolibrary.org/obo/UBERON_0004770,articular system,"",http://id.who.int/icd/entity/1919311435,http://purl.obolibrary.org/obo/HP_0001260,Dysarthria,"","","","","","","","",http://id.who.int/icd/entity/151046878,Speaking,"","",0.3562,articular system [0.356] | synovial joint [0.341] | organ [0.337],PROMOT mapping: 'Articulation functions' (LLM score: 0.3562) | Candidates: articular system [0.356] | synovial joint [0.341] | organ [0.337]
http://purl.obolibrary.org/obo/UBERON_0002387,pes,"",http://id.who.int/icd/entity/1929433903,"","","","","","","","","","","","","","",0.5105,pes [0.511] | developing anatomical structure [0.49] | embryonic footplate [0.48],PROMOT mapping: 'Structure of lower extremity' (LLM score: 0.5105) | Candidates: pes [0.511] | developing anatomical structure [0.49] | embryonic footplate [0.48]
http://purl.obolibrary.org/obo/HP_0003551,Difficulty climbing stairs,"",http://id.who.int/icd/entity/1993770860|http://purl.obolibrary.org/obo/PROMOT_0032007,http://purl.obolibrary.org/obo/HP_0003551|http://purl.obolibrary.org/obo/HP_0033235,Difficulty climbing stairs|Difficulty descending stairs,"","","","","","","","","","","","",0.6289,Difficulty climbing stairs [0.629] | Steppage gait [0.411] | Four Stair Ascend Test Functional Test [0.41] || Difficulty climbing stairs [0.518] | Impaired heel-walking ability [0.516] | Impaired toe-walking ability [0.494],PROMOT mapping: 'Going up and down stairs' (LLM score: 0.6289) | Candidates: Difficulty climbing stairs [0.629] | Steppage gait [0.411] | Four Stair Ascend Test Functional Test [0.41] | PROMOT mapping: 'Difficulty walking short distance' (LLM score: 0.5178) | Candidates: Difficulty climbing stairs [0.518] | Impaired heel-walking ability [0.516] | Impaired toe-walking ability [0.494]
http://purl.obolibrary.org/obo/UBERON_0022288,surface of eyeball,"",http://id.who.int/icd/entity/2021370201,http://purl.obolibrary.org/obo/HP_0007838,Progressive ptosis,"","","","","","","","","","","","",0.5102,surface of eyeball [0.51] | optic eminence [0.501] | ocular adnexa [0.488],PROMOT mapping: 'Functions of the eyelid' (LLM score: 0.5102) | Candidates: surface of eyeball [0.51] | optic eminence [0.501] | ocular adnexa [0.488]
http://purl.obolibrary.org/obo/HP_0000572,Visual loss,"",http://id.who.int/icd/entity/2022689055,http://purl.obolibrary.org/obo/HP_0000651,Diplopia,"","","","","","","","","","","","",0.51,Visual loss [0.51] | Amblyopia [0.491] | Blurred vision [0.442],PROMOT mapping: 'Visual acuity functions' (LLM score: 0.51) | Candidates: Visual loss [0.51] | Amblyopia [0.491] | Blurred vision [0.442]
http://purl.obolibrary.org/obo/HP_0001611,Hypernasal speech,"",http://id.who.int/icd/entity/2052957777,"","","","","","","","","","",http://id.who.int/icd/entity/151046878,Speaking,"","",0.3536,Hypernasal speech [0.354] | Dysphonia [0.341] | Abnormality of the voice [0.318],PROMOT mapping: 'Expression of spoken language' (LLM score: 0.3536) | Candidates: Hypernasal speech [0.354] | Dysphonia [0.341] | Abnormality of the voice [0.318]
http://purl.obolibrary.org/obo/PATO_0000141,structure,"",http://id.who.int/icd/entity/2060264919,"","","","","","","","","","","","","","",0.5465,structure [0.547] | muscle structure [0.431] | Abnormality of the voice [0.409],PROMOT mapping: 'Structures involved in voice and speech' (LLM score: 0.5465) | Candidates: structure [0.547] | muscle structure [0.431] | Abnormality of the voice [0.409]
http://purl.obolibrary.org/obo/UBERON_0000991,gonad,"",http://id.who.int/icd/entity/2067741200|http://id.who.int/icd/entity/859818654,http://purl.obolibrary.org/obo/HP_0000028,Cryptorchidism,"","","","","","",http://id.who.int/icd/entity/859818654,"Penis, testes and scrotum development","","","","",0.4527,gonad [0.427] | indifferent gonad [0.418] | gonadal disorder [0.403] || gonad [0.453] | developing anatomical structure [0.429] | genital artery [0.428],"PROMOT mapping: 'Testes and scrotum' (LLM score: 0.4268) | Candidates: gonad [0.427] | indifferent gonad [0.418] | gonadal disorder [0.403] | PROMOT mapping: 'Penis, testes and scrotum development' (LLM score: 0.4527) | Candidates: gonad [0.453] | developing anatomical structure [0.429] | genital artery [0.428]"
http://purl.obolibrary.org/obo/MONDO_0017276,frontotemporal dementia,"",http://id.who.int/icd/entity/2069220714,"","","","","","","","","","","","","","",0.2957,frontotemporal dementia [0.296] | behavioral variant of frontotemporal dementia [0.29] | Frontal balding [0.289],PROMOT mapping: 'front' (LLM score: 0.2957) | Candidates: frontotemporal dementia [0.296] | behavioral variant of frontotemporal dementia [0.29] | Frontal balding [0.289]
http://purl.obolibrary.org/obo/SO_0000010,protein_coding,"",http://id.who.int/icd/entity/2069698903,"","","","","","","","","","","","","","",0.3427,protein_coding [0.343] | morphology [0.324] | identifier [0.295],PROMOT mapping: 'Expression of language' (LLM score: 0.3427) | Candidates: protein_coding [0.343] | morphology [0.324] | identifier [0.295]
http://purl.obolibrary.org/obo/HP_0030828,Wheezing,"",http://id.who.int/icd/entity/2089171534,http://purl.obolibrary.org/obo/HP_0002033,Poor suck,"","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/553784299,Eating|Drinking,"","",0.268,Wheezing [0.268] | sac [0.257] | grooved [0.247],PROMOT mapping: 'Sucking' (LLM score: 0.268) | Candidates: Wheezing [0.268] | sac [0.257] | grooved [0.247]
http://purl.obolibrary.org/obo/HP_0025278,Cold-induced sweating,"",http://id.who.int/icd/entity/2090906765,http://purl.obolibrary.org/obo/HP_0002047,Malignant hyperthermia,"","","","","","","","","","","","",0.438,Cold-induced sweating [0.438] | Malignant hyperthermia [0.43] | Abnormal homeostasis [0.366],PROMOT mapping: 'Thermoregulatory functions' (LLM score: 0.438) | Candidates: Cold-induced sweating [0.438] | Malignant hyperthermia [0.43] | Abnormal homeostasis [0.366]
http://purl.obolibrary.org/obo/HP_0001260,Dysarthria,"",http://id.who.int/icd/entity/213697684,"","","","","","","","","","",http://id.who.int/icd/entity/151046878,Speaking,"","",0.4157,Dysarthria [0.416] | Abnormality of the voice [0.411] | Dysphonia [0.393],PROMOT mapping: 'Fluency and rhythm of speech functions' (LLM score: 0.4157) | Candidates: Dysarthria [0.416] | Abnormality of the voice [0.411] | Dysphonia [0.393]
http://purl.obolibrary.org/obo/UBERON_0015410,heart plus pericardium,"",http://id.who.int/icd/entity/222589883,"","","","","","","","","","","","","","",0.5615,heart plus pericardium [0.562] | heart layer [0.555] | Abnormal cardiovascular system physiology [0.539],PROMOT mapping: 'Heart functions' (LLM score: 0.5615) | Candidates: heart plus pericardium [0.562] | heart layer [0.555] | Abnormal cardiovascular system physiology [0.539]
http://purl.obolibrary.org/obo/UBERON_0001271,pelvic girdle region,"",http://id.who.int/icd/entity/232409592|http://id.who.int/icd/entity/793188683,http://purl.obolibrary.org/obo/HP_0003749|http://purl.obolibrary.org/obo/HP_0008988|http://purl.obolibrary.org/obo/HP_0008994,Pelvic girdle muscle weakness|Pelvic girdle muscle atrophy|Proximal lower limb muscle weakness|Proximal muscle weakness in lower limbs,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.6626,pelvic girdle region [0.663] | pelvic region element [0.595] | pelvic region of trunk [0.59] || pelvic girdle region [0.64] | pelvic region of trunk [0.57] | pubis [0.567],PROMOT mapping: 'Structure of pelvic region' (LLM score: 0.6626) | Candidates: pelvic girdle region [0.663] | pelvic region element [0.595] | pelvic region of trunk [0.59] | PROMOT mapping: 'Muscles of pelvic region' (LLM score: 0.64) | Candidates: pelvic girdle region [0.64] | pelvic region of trunk [0.57] | pubis [0.567]
http://purl.obolibrary.org/obo/UBERON_0006562,pharynx,"",http://id.who.int/icd/entity/242704590|http://id.who.int/icd/entity/691689627,http://purl.obolibrary.org/obo/HP_0031162,Impaired oropharyngeal swallow response,"","","","","","","","","","","","",0.6186,pharynx [0.619] | lung [0.514] | foregut [0.499] || pharynx [0.604] | Dysphagia [0.565] | early pharyngeal endoderm [0.519],"PROMOT mapping: 'Functions of expelling the contents of the stomach, oesophagus or pharynx' (LLM score: 0.6186) | Candidates: pharynx [0.619] | lung [0.514] | foregut [0.499] | PROMOT mapping: 'Pharyngeal swallowing' (LLM score: 0.6044) | Candidates: pharynx [0.604] | Dysphagia [0.565] | early pharyngeal endoderm [0.519]"
http://purl.obolibrary.org/obo/UBERON_0000978,leg,"",http://id.who.int/icd/entity/249425252,"","","","","","","","","","","","","","",0.5521,leg [0.552] | upper leg mesenchyme [0.508] | leg bone [0.502],PROMOT mapping: 'Structure of lower leg' (LLM score: 0.5521) | Candidates: leg [0.552] | upper leg mesenchyme [0.508] | leg bone [0.502]
http://purl.obolibrary.org/obo/HP_0008959,Distal upper limb muscle weakness,"",http://id.who.int/icd/entity/294830867,http://purl.obolibrary.org/obo/HP_0008959,Distal upper limb muscle weakness,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.6814,Distal upper limb muscle weakness [0.681] | mesenchyme of forearm [0.639] | biceps brachii [0.617],PROMOT mapping: 'Muscles of forearm' (LLM score: 0.6814) | Candidates: Distal upper limb muscle weakness [0.681] | mesenchyme of forearm [0.639] | biceps brachii [0.617]
http://purl.obolibrary.org/obo/HP_0002315,Headache,"",http://id.who.int/icd/entity/299098423,http://purl.obolibrary.org/obo/HP_0003326|http://purl.obolibrary.org/obo/HP_0032043,Myalgia|Odynophagia,"","","","","","","","","","","","",0.5707,Headache [0.571] | idiopathic dropped head syndrome [0.539] | Neck muscle weakness [0.537],PROMOT mapping: 'Pain in head and neck' (LLM score: 0.5707) | Candidates: Headache [0.571] | idiopathic dropped head syndrome [0.539] | Neck muscle weakness [0.537]
http://purl.obolibrary.org/obo/UBERON_0002405,immune system,"",http://id.who.int/icd/entity/326705068,"","","","","","","","","","","","","","",0.509,immune system [0.509] | cardiovascular system [0.486] | Abnormal respiratory system physiology [0.469],"PROMOT mapping: 'Functions of the cardiovascular, haematological, immunological and respiratory systems' (LLM score: 0.509) | Candidates: immune system [0.509] | cardiovascular system [0.486] | Abnormal respiratory system physiology [0.469]"
http://purl.obolibrary.org/obo/HP_0003306,Spinal rigidity,"",http://id.who.int/icd/entity/341679012,"","","","","","","","","","","","","","",0.6135,Spinal rigidity [0.614] | postcranial axial skeleton [0.589] | Abnormal axial skeleton morphology [0.529],PROMOT mapping: 'Structure of vertebral column' (LLM score: 0.6135) | Candidates: Spinal rigidity [0.614] | postcranial axial skeleton [0.589] | Abnormal axial skeleton morphology [0.529]
http://purl.obolibrary.org/obo/UBERON_0001007,digestive system,"",http://id.who.int/icd/entity/363211474,"","","","","","","","","","","","","","",0.4535,digestive system [0.454] | material entity in digestive tract [0.421] | Abnormality of digestive system physiology [0.393],PROMOT mapping: 'Ingestion functions' (LLM score: 0.4535) | Candidates: digestive system [0.454] | material entity in digestive tract [0.421] | Abnormality of digestive system physiology [0.393]
http://purl.obolibrary.org/obo/HP_0008050,Abnormality of the palpebral fissures,"",http://id.who.int/icd/entity/374222990,http://purl.obolibrary.org/obo/HP_0002705,"High, narrow palate","","","","","","","","","","","","",0.472,"Abnormality of the palpebral fissures [0.472] | structure, cavities [0.469] | structure [0.466]","PROMOT mapping: 'Structure of palate' (LLM score: 0.472) | Candidates: Abnormality of the palpebral fissures [0.472] | structure, cavities [0.469] | structure [0.466]"
http://purl.obolibrary.org/obo/UBERON_0004535,cardiovascular system,"",http://id.who.int/icd/entity/397303672|http://id.who.int/icd/entity/719872561,"","","","","","","","","","","","","","",0.7769,cardiovascular system [0.777] | Abnormal cardiovascular system morphology [0.634] | vascular system [0.617] || cardiovascular system [0.692] | Abnormal cardiovascular system physiology [0.664] | vascular system [0.522],PROMOT mapping: 'Structure of cardiovascular system' (LLM score: 0.7769) | Candidates: cardiovascular system [0.777] | Abnormal cardiovascular system morphology [0.634] | vascular system [0.617] | PROMOT mapping: 'Functions of the cardiovascular system' (LLM score: 0.6916) | Candidates: cardiovascular system [0.692] | Abnormal cardiovascular system physiology [0.664] | vascular system [0.522]
http://purl.obolibrary.org/obo/HP_0002527,Falls,"",http://id.who.int/icd/entity/399242087|http://purl.obolibrary.org/obo/PROMOT_0010065|http://purl.obolibrary.org/obo/PROMOT_0031003|http://purl.obolibrary.org/obo/PROMOT_0110001,"","","","","","","","","","","","","","",0.4916,Falls [0.367] | chronic [0.251] | Lethargy [0.235] || Falls [0.492] | European Quality of Life Five Dimension Five Level Scale Questionnaire [0.24] | 12-Item Multiple Sclerosis Walking Scale Questionnaire [0.239] || Falls [0.277] | disseminated [0.25] | myoseptum [0.215] || Falls [0.358] | Chorea [0.32] | Vertigo [0.31],PROMOT mapping: 'Recreation and leisure' (LLM score: 0.3674) | Candidates: Falls [0.367] | chronic [0.251] | Lethargy [0.235] | PROMOT mapping: 'Risk of fall assessed' (LLM score: 0.4916) | Candidates: Falls [0.492] | European Quality of Life Five Dimension Five Level Scale Questionnaire [0.24] | 12-Item Multiple Sclerosis Walking Scale Questionnaire [0.239] | PROMOT mapping: 'lost in follow up' (LLM score: 0.2772) | Candidates: Falls [0.277] | disseminated [0.25] | myoseptum [0.215] | PROMOT mapping: 'Activity' (LLM score: 0.3577) | Candidates: Falls [0.358] | Chorea [0.32] | Vertigo [0.31]
http://purl.obolibrary.org/obo/HP_0001288,Gait disturbance,"",http://id.who.int/icd/entity/409094401,"","","","","","","","","","","","","","",0.4052,Gait disturbance [0.405] | Inability to walk [0.402] | Difficulty climbing stairs [0.395],PROMOT mapping: 'Walking around obstacles' (LLM score: 0.4052) | Candidates: Gait disturbance [0.405] | Inability to walk [0.402] | Difficulty climbing stairs [0.395]
http://purl.obolibrary.org/obo/NCIT_C141686,10-Meter Walk/Run Test Functional Test,"",http://id.who.int/icd/entity/412494151|http://purl.obolibrary.org/obo/PROMOT_0100012,http://purl.obolibrary.org/obo/HP_0009046,Difficulty running,http://purl.obolibrary.org/obo/HP_0002317|http://purl.obolibrary.org/obo/HP_0002505,Unsteady gait|Loss of ambulation,"","","","","","","","","","",0.644,10-Meter Walk/Run Test Functional Test [0.278] | Falls [0.277] | Inability to walk [0.274] || 10-Meter Walk/Run Test Functional Test [0.644] | 6 Minute Walk Functional Test 2008 Version [0.537] | Step Test [0.45],PROMOT mapping: 'Running' (LLM score: 0.2779) | Candidates: 10-Meter Walk/Run Test Functional Test [0.278] | Falls [0.277] | Inability to walk [0.274] | PROMOT mapping: '10 Meter Walk Test (10MWT)' (LLM score: 0.644) | Candidates: 10-Meter Walk/Run Test Functional Test [0.644] | 6 Minute Walk Functional Test 2008 Version [0.537] | Step Test [0.45]
http://purl.obolibrary.org/obo/UBERON_0001846,internal ear,"",http://id.who.int/icd/entity/426292658,"","","","","","","","","","","","","","",0.7832,internal ear [0.783] | ear [0.632] | cochlea [0.626],PROMOT mapping: 'Structure of inner ear' (LLM score: 0.7832) | Candidates: internal ear [0.783] | ear [0.632] | cochlea [0.626]
http://purl.obolibrary.org/obo/UBERON_0002417,abdominal segment of trunk,"",http://id.who.int/icd/entity/435521956,"","","","","","","","","","","","","","",0.5282,abdominal segment of trunk [0.528] | bone of hip region [0.526] | hip [0.511],PROMOT mapping: 'Structure of thigh' (LLM score: 0.5282) | Candidates: abdominal segment of trunk [0.528] | bone of hip region [0.526] | hip [0.511]
http://purl.obolibrary.org/obo/MONDO_0008599,trigeminal neuralgia,"",http://id.who.int/icd/entity/454325322,http://purl.obolibrary.org/obo/HP_0012531,Pain,"","","","","","","","","","","","",0.5204,trigeminal neuralgia [0.52] | Pain [0.514] | paraplegia [0.508],PROMOT mapping: 'Pain in multiple body parts' (LLM score: 0.5204) | Candidates: trigeminal neuralgia [0.52] | Pain [0.514] | paraplegia [0.508]
http://purl.obolibrary.org/obo/UBERON_0006238,future brain,"",http://id.who.int/icd/entity/49044301,"","","","","","","","","","","","","","",0.2924,future brain [0.292] | information content entity [0.26] | Infertility [0.232],PROMOT mapping: 'Education' (LLM score: 0.2924) | Candidates: future brain [0.292] | information content entity [0.26] | Infertility [0.232]
http://purl.obolibrary.org/obo/UBERON_0002080,heart right ventricle,"",http://id.who.int/icd/entity/512553770,"","","","","","","","","","","","","","",0.3433,heart right ventricle [0.343] | left cerebral hemisphere [0.335] | right cerebral hemisphere [0.335],PROMOT mapping: 'both sides' (LLM score: 0.3433) | Candidates: heart right ventricle [0.343] | left cerebral hemisphere [0.335] | right cerebral hemisphere [0.335]
http://purl.obolibrary.org/obo/UBERON_0034944,zone of organ,"",http://id.who.int/icd/entity/524305529,"","","","","","","","","","","","","","",0.3218,zone of organ [0.322] | life cycle stage [0.31] | section of aorta [0.29],PROMOT mapping: 'Major life areas' (LLM score: 0.3218) | Candidates: zone of organ [0.322] | life cycle stage [0.31] | section of aorta [0.29]
http://purl.obolibrary.org/obo/UBERON_0002107,liver,"",http://id.who.int/icd/entity/552193364|http://id.who.int/icd/entity/850289698,"","","","","","","","","","","","","","",0.6118,liver [0.612] | exocrine system [0.558] | Abnormality of the endocrine system [0.531] || liver [0.584] | exocrine pancreas [0.569] | exocrine system [0.567],"PROMOT mapping: 'Functions related to metabolism and the endocrine system' (LLM score: 0.6118) | Candidates: liver [0.612] | exocrine system [0.558] | Abnormality of the endocrine system [0.531] | PROMOT mapping: 'Functions of the digestive, metabolic and endocrine systems' (LLM score: 0.5838) | Candidates: liver [0.584] | exocrine pancreas [0.569] | exocrine system [0.567]"
http://purl.obolibrary.org/obo/UBERON_0008836,liver bud,"",http://id.who.int/icd/entity/553784299,http://purl.obolibrary.org/obo/HP_0000183|http://purl.obolibrary.org/obo/HP_0002033|http://purl.obolibrary.org/obo/HP_0002068|http://purl.obolibrary.org/obo/HP_0011470|http://purl.obolibrary.org/obo/HP_0011471|http://purl.obolibrary.org/obo/HP_0012473|http://purl.obolibrary.org/obo/HP_0025156|http://purl.obolibrary.org/obo/HP_0030884|http://purl.obolibrary.org/obo/HP_0031063|http://purl.obolibrary.org/obo/HP_0031146|http://purl.obolibrary.org/obo/HP_0031162|http://purl.obolibrary.org/obo/HP_0032043|http://purl.obolibrary.org/obo/HP_0033994|http://purl.obolibrary.org/obo/HP_0040288|http://purl.obolibrary.org/obo/HP_0200136,Tongue muscle weakness|Poor suck|Neuromuscular dysphagia|Nasogastric tube feeding in infancy|Gastrostomy tube feeding in infancy|Tongue atrophy|Dependency on intravenous nutrition|Gastrojejunal tube feeding in infancy|Impaired feeding ability|Impaired oral bolus formation|Impaired oropharyngeal swallow response|Odynophagia|Dependency on parenteral nutrition|Nasogastric tube feeding|Oral-pharyngeal dysphagia,"","","","","","","","","","","","",0.473,liver bud [0.473] | alcoholic polyneuropathy [0.397] | Bloody diarrhea [0.293],PROMOT mapping: 'Drinking' (LLM score: 0.473) | Candidates: liver bud [0.473] | alcoholic polyneuropathy [0.397] | Bloody diarrhea [0.293]
http://purl.obolibrary.org/obo/HP_6000490,Impaired heel-walking ability,"",http://id.who.int/icd/entity/555410497,"","","","","","","","","","","","","","",0.4483,Impaired heel-walking ability [0.448] | Impaired toe-walking ability [0.434] | Inability to walk [0.426],PROMOT mapping: 'Walking short distances' (LLM score: 0.4483) | Candidates: Impaired heel-walking ability [0.448] | Impaired toe-walking ability [0.434] | Inability to walk [0.426]
http://purl.obolibrary.org/obo/UBERON_0005256,trunk mesenchyme,"",http://id.who.int/icd/entity/556694745|http://id.who.int/icd/entity/58064740|http://id.who.int/icd/entity/723417607,http://purl.obolibrary.org/obo/HP_0004878|http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0009023|http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Intercostal muscle weakness|Spinal rigidity|Abdominal wall muscle weakness|Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","",http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/841397411,Power of isolated muscles and muscle groups|Sensation of muscle stiffness,"","","","",0.6647,trunk mesenchyme [0.55] | thoracic segment of trunk [0.488] | abdominal segment of trunk [0.476] || trunk mesenchyme [0.658] | abdominal segment of trunk [0.62] | thoracic segment of trunk [0.582] || trunk mesenchyme [0.665] | trunk [0.635] | subdivision of trunk [0.621],PROMOT mapping: 'Power of muscles of the trunk' (LLM score: 0.5498) | Candidates: trunk mesenchyme [0.55] | thoracic segment of trunk [0.488] | abdominal segment of trunk [0.476] | PROMOT mapping: 'Muscles of trunk' (LLM score: 0.6578) | Candidates: trunk mesenchyme [0.658] | abdominal segment of trunk [0.62] | thoracic segment of trunk [0.582] | PROMOT mapping: 'Structure of trunk' (LLM score: 0.6647) | Candidates: trunk mesenchyme [0.665] | trunk [0.635] | subdivision of trunk [0.621]
http://purl.obolibrary.org/obo/UBERON_0013702,body proper,"",http://id.who.int/icd/entity/567313968|http://purl.obolibrary.org/obo/PROMOT_0100002,"","","","",http://id.who.int/icd/entity/567313968,Body functions,"","","","","","","","",0.553,body proper [0.553] | organ [0.531] | non-connected functional system [0.488] || body proper [0.47] | Weight loss [0.421] | Body Organ or System Test [0.416],PROMOT mapping: 'Body functions' (LLM score: 0.553) | Candidates: body proper [0.553] | organ [0.531] | non-connected functional system [0.488] | PROMOT mapping: 'Body function related procedure' (LLM score: 0.4699) | Candidates: body proper [0.47] | Weight loss [0.421] | Body Organ or System Test [0.416]
http://purl.obolibrary.org/obo/HP_0004305,Involuntary movements,"",http://id.who.int/icd/entity/576915490,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5467,Involuntary movements [0.547] | Myoclonus [0.428] | movement disorder [0.421],PROMOT mapping: 'Involuntary movement reaction functions' (LLM score: 0.5467) | Candidates: Involuntary movements [0.547] | Myoclonus [0.428] | movement disorder [0.421]
http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,"",http://id.who.int/icd/entity/606087144|http://id.who.int/icd/entity/826593815,"","","","","","","","","","","","","","",0.6487,reproductive structure [0.649] | female reproductive system [0.641] | developing anatomical structure [0.539] || reproductive structure [0.554] | anatomical structure [0.532] | Abnormality of the genitourinary system [0.529],PROMOT mapping: 'Structure of reproductive system' (LLM score: 0.6487) | Candidates: reproductive structure [0.649] | female reproductive system [0.641] | developing anatomical structure [0.539] | PROMOT mapping: 'Structures related to the genitourinary and reproductive systems' (LLM score: 0.5536) | Candidates: reproductive structure [0.554] | anatomical structure [0.532] | Abnormality of the genitourinary system [0.529]
http://purl.obolibrary.org/obo/UBERON_0011156,facial skeleton,"",http://id.who.int/icd/entity/608795582,http://purl.obolibrary.org/obo/HP_0000276|http://purl.obolibrary.org/obo/HP_0002058,Long face|Myopathic facies,"","","","","","","","","","","","",0.6029,facial skeleton [0.603] | face [0.59] | skin of face [0.552],PROMOT mapping: 'Bones of face' (LLM score: 0.6029) | Candidates: facial skeleton [0.603] | face [0.59] | skin of face [0.552]
http://purl.obolibrary.org/obo/HP_0001257,Spasticity,"",http://id.who.int/icd/entity/621727843,"","","","","","","","","","","","","","",0.5905,Spasticity [0.591] | trigeminal neuralgia [0.573] | Myalgia [0.556],PROMOT mapping: 'Sensation of muscle spasm' (LLM score: 0.5905) | Candidates: Spasticity [0.591] | trigeminal neuralgia [0.573] | Myalgia [0.556]
http://purl.obolibrary.org/obo/HP_0100022,Abnormality of movement,"",http://id.who.int/icd/entity/627064928,"","","","","","","","","","","","","","",0.4104,Abnormality of movement [0.41] | Motor Function Assessment [0.4] | movement disorder [0.391],PROMOT mapping: 'Movement functions' (LLM score: 0.4104) | Candidates: Abnormality of movement [0.41] | Motor Function Assessment [0.4] | movement disorder [0.391]
